Title,Score
Nodame Cantabile OVA,7.42
Paniponi Dash!,7.42
Ranma ½: Kessen Tougenkyou! Hanayome wo Torimodose!,7.42
Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,7.42
Seijo no Maryoku wa Bannou desu Season 2,7.42
Benghuai: Xing Qiong Tiedao - Xuanhuang,7.42
Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,7.42
Captain Tsubasa Season 2: Junior Youth-hen,7.42
Fukigen na Mononokean,7.42
Genshiken Nidaime,7.42
Gimai Seikatsu,7.42
Goblin Slayer,7.42
Hakuouki: Reimeiroku,7.42
High School DxD BorN,7.42
High School DxD BorN: Yomigaeranai Fushichou,7.42
Huyao Xiao Hongniang: Beishan Yaodi,7.42
Idoly Pride,7.42
"Benriya Saitou-san, Isekai ni Iku",7.41
Brave Story,7.41
Captain Tsubasa (2018),7.41
Chou Denji Machine Voltes V,7.41
City Hunter: The Secret Service,7.41
Cowboy Bebop: Yose Atsume Blues,7.41
Crayon Shin-chan Movie 29: Mystery Meki! Hana no Tenkasu Gakuen,7.41
Da Li Si Rizhi 2nd Season,7.41
Feng Ling Yu Xiu,7.41
Future GPX Cyber Formula Zero,7.41
Gangsta.,7.41
Gokudou-kun Manyuuki,7.41
Gokusen,7.41
Hetalia: The Beautiful World,7.41
Hori-san to Miyamura-kun,7.41
Ie Naki Ko Remy Specials,7.41
Ikoku Meiro no Croisée The Animation,7.41
Initial D Extra Stage 2,7.41
Itazura na Kiss,7.41
Jashin-chan Dropkick X,7.41
Jewelpet Twinkle☆,7.41
Shinryaku! Ika Musume,7.41
Tales of Symphonia The Animation: Sekai Tougou-hen,7.41
Tanaka-kun wa Itsumo Kedaruge Specials,7.41
Tenchi Muyou! in Love,7.41
Tetsuwan Birdy Decode,7.41
Toaru Majutsu no Index Movie: Endymion no Kiseki,7.41
Tokyo Ravens,7.41
Towa no Quon 3: Mugen no Renza,7.41
Urusei Yatsura (2022),7.41
WWW.Working!!,7.41
Yeon-ae Halujeon 2,7.41
K: Seven Stories Movie 1 - R:B - Blaze,7.41
Kimi wo Aishita Hitori no Boku e,7.41
Kiniro no Corda: Primo Passo,7.41
Koi wa Sekai Seifuku no Ato de,7.41
Kono Sekai no Tanoshimikata: Secret Story Film,7.41
Mahou Shoujo Lyrical Nanoha,7.41
Mai-HiME,7.41
Mitsuboshi Colors,7.41
Mugen no Ryvius,7.41
Pokemon XY,7.41
Pokemon XY: Mega Evolution,7.41
Pretty Rhythm: Aurora Dream,7.41
Rozen Maiden,7.41
Sakigake!! Otokojuku,7.41
Salaryman Kintarou,7.41
Sayonara Zetsubou Sensei Jo: Zetsubou Shoujo Senshuu,7.41
Sentai Daishikkaku,7.41
Senyuu. 2,7.41
Kuroshitsuji II Specials,7.4
Kyou kara Maou! R,7.4
Level E,7.4
Love Live! School Idol Project,7.4
Majimoji Rurumo: Kanketsu-hen,7.4
Meitantei Conan Magic File 3: Shinichi to Ran Mahjong Pai to Tanabata no Omoide,7.4
Meitantei Conan OVA 11: London kara no Maru Hi Shirei,7.4
Mieruko-chan,7.4
Mirai Nikki (TV),7.4
"New Game! Watashi, Shain Ryokou tte Hajimete nanode...",7.4
Nichijou: Nichijou no 0-wa,7.4
One Punch Man 2nd Season Specials,7.4
Pokemon (2023),7.4
Pokemon Legends Arceus: Yuki Hodo Kishi Futaai,7.4
Psycho-Pass 2,7.4
Puchi Pri*Yucie,7.4
Saki: Zenkoku-hen,7.4
Akazukin Chacha,7.4
Ano Natsu de Matteru,7.4
Bartender: Kami no Glass,7.4
Bokutachi no Remake,7.4
Chobits,7.4
Code Geass: Dakkan no Rozé,7.4
Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen,7.4
"Donten ni Warau Gaiden: Ketsubetsu, Yamainu no Chikai",7.4
Doraemon Movie 36: Shin Nobita no Nippon Tanjou,7.4
Dragon Ball Z Movie 14: Kami to Kami,7.4
Gallery Fake,7.4
Gantz:O,7.4
Grimm Meisaku Gekijou,7.4
Guilty Crown,7.4
Higurashi no Naku Koro ni Rei,7.4
Isekai Shokudou,7.4
Shinreigari,7.4
Shugo Chara!,7.4
Soukyuu no Fafner: Dead Aggressor - The Beyond Part 3,7.4
Suki tte Ii na yo.,7.4
Tamako Market,7.4
"Tamayura: Hitotose - Attakai Kaze no Omoide, nanode",7.4
Top wo Nerae! & Top wo Nerae 2! Gattai Movie!!,7.4
Uchuu Senkan Yamato 2,7.4
Wu Geng Ji Zhi Tianqi,7.4
Yamada-kun to 7-nin no Majo: Mou Hitotsu no Suzaku-sai,7.4
Yao Shen Ji 4th Season,7.4
Zero no Tsukaima: Futatsuki no Kishi,7.4
Shingeki no Kyojin: Ano Hi Kara,7.39
Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie,7.39
Tensai Ouji no Akaji Kokka Saisei Jutsu,7.39
Tonari no Seki-kun OVA,7.39
X,7.39
Xian Wang de Richang Shenghuo 2,7.39
Yama no Susume: Omoide Present,7.39
Yoake Tsugeru Lu no Uta,7.39
Yowamushi Pedal: Limit Break,7.39
Yuu☆Yuu☆Hakusho: Two Shots/Noru ka Soru ka,7.39
Keroro Gunsou Movie 3: Tenkuu Daikessen de Arimasu!,7.39
Kingsglaive: Final Fantasy XV,7.39
Lupin Zero,7.39
Mahou Sensei Negima!: Shiroki Tsubasa Ala Alba,7.39
Mahouka Koukou no Rettousei,7.39
Majo to Yajuu,7.39
Mardock Scramble: The Third Exhaust,7.39
Medaka Box Abnormal,7.39
Meitantei Conan: Hiiro no Fuzai Shoumei,7.39
Minami-ke Omatase,7.39
Mob Psycho 100: Reigen - Shirarezaru Kiseki no Reinouryokusha,7.39
Osomatsu-san 3rd Season,7.39
Osomatsu-san Special,7.39
Pokemon,7.39
Sayonara Zetsubou Sensei Jo: Zoku Zetsubou Shoujo Senshuu,7.39
Ajin,7.39
Aldnoah.Zero,7.39
Aoki Hagane no Arpeggio: Ars Nova Movie 1 - DC,7.39
Cider no You ni Kotoba ga Wakiagaru,7.39
D4DJ All Mix,7.39
Fanren Xiu Xian Chuan: Chongzhi Ban,7.39
Fate/stay night Movie: Unlimited Blade Works,7.39
Hakkenden: Touhou Hakken Ibun,7.39
Hakuouki OVA,7.39
Hal,7.39
Hanhua Riji,7.39
Inazuma Eleven: Saikyou Gundan Ogre Shuurai,7.39
3-nen Z-gumi Ginpachi-sensei Announcement Special,7.38
Aikatsu Stars! Movie,7.38
Alps no Shoujo Heidi,7.38
Amagami SS+ Plus,7.38
Aoki Densetsu Shoot!,7.38
Ayakashi: Japanese Classic Horror,7.38
Baby I Love You Daze,7.38
Bishoujo Senshi Sailor Moon Memorial,7.38
Bishoujo Senshi Sailor Moon SuperS Specials,7.38
Boruto: Naruto the Movie,7.38
Cang Lan Jue Part 2,7.38
City Hunter: Ai to Shukumei no Magnum,7.38
Crayon Shin-chan Movie 05: Ankoku Tamatama Daitsuiseki,7.38
Cross Ange: Tenshi to Ryuu no Rondo,7.38
Doraemon,7.38
Fairy Tail Movie 1: Houou no Miko,7.38
Fresh Precure!,7.38
Gunslinger Girl,7.38
Hokuto no Ken: Toki-den,7.38
Isekai Quartet,7.38
Slayers Evolution-R,7.38
Soukyuu no Fafner: Dead Aggressor - The Beyond Part 4,7.38
Sousou no Frieren: ●● no Mahou,7.38
Super GALS! Kotobuki Ran,7.38
Taiho Shichau zo The Movie,7.38
The Fable,7.38
Tropical-Rouge! Precure,7.38
Vandread: The Second Stage,7.38
Yi Ren Zhi Xia 2,7.38
Yozakura Quartet: Hoshi no Umi,7.38
Joshiraku OVA,7.38
Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note,7.38
Love Live! Sunshine!!,7.38
Major 2nd,7.38
Meitantei Holmes,7.38
Noblesse: Awakening,7.38
RahXephon,7.38
Renou Xueyuan,7.38
Sakura Quest,7.38
Shark'd,7.38
Karas,7.37
Kemono Jihen,7.37
Kidou Senshi Gundam SEED Destiny Final Plus: Erabareta Mirai,7.37
Kiznaiver,7.37
Mikakunin de Shinkoukei,7.37
Minami-ke Natsuyasumi,7.37
Saenai Heroine no Sodatekata ♭: Koi to Junjou no Service-kai,7.37
Saiyuuki Reload Gunlock,7.37
Scrapped Princess,7.37
Senryuu Shoujo,7.37
Shen Lan Qi Yu Wushuang Zhu: Tianmo Pian,7.37
Afro Samurai,7.37
Atashin'chi,7.37
Boku no Hero Academia 5th Season,7.37
Chiisana Penguin Lolo no Bouken,7.37
Comic Girls,7.37
Doraemon Movie 25: Nobita no Wan Nyan Jikuuden,7.37
Freedom,7.37
Full Metal Panic! The Second Raid Episode 00,7.37
Gunsmith Cats,7.37
Hataraku Saibou!!,7.37
Hiyoko no Basket Movie: Last Game 0401,7.37
Inu x Boku SS,7.37
Shin Kidou Senki Gundam Wing: Operation Meteor,7.37
Soukyuu no Fafner: Dead Aggressor - Exodus,7.37
Soukyuu no Fafner: Dead Aggressor - Heaven and Earth,7.37
Soukyuu no Fafner: Dead Aggressor - Right of Left,7.37
Sunabouzu,7.37
Taiho Shichau zo: Second Season,7.37
Yuusha-Ou GaoGaiGar Final Grand Glorious Gathering,7.37
Zhe Tian,7.37
Shigurui,7.36
Shin Getter Robo,7.36
"Shin Kimagure Orange☆Road: Soshite, Ano Natsu no Hajimari",7.36
Shiro Seijo to Kuro Bokushi,7.36
Shixiong A Shixiong 2nd Season,7.36
Sketchbook: Full Color's,7.36
Taiyou no Kiba Dagram,7.36
Tales of Zestiria: Doushi no Yoake,7.36
Tennis no Oujisama: Sonzoku Yama no Hi,7.36
Tottemo! Luckyman,7.36
Waga Seishun no Arcadia: Mugen Kidou SSX,7.36
Whistle!,7.36
Xingchen Bian: Yu Li Cang Hai,7.36
Yowamushi Pedal: Re:Ride,7.36
Yuuki Yuuna wa Yuusha de Aru,7.36
Zoids,7.36
Kekkai Sensen: Ousama no Restaurant no Ousama,7.36
Kidou Senshi Gundam SEED: SEED Supernova - Tanekyara Gekijou,7.36
Kimagure Orange☆Road OVA,7.36
Kore wa Zombie desu ka? OVA,7.36
Kyokou Suiri Season 2,7.36
Love Stage!!: Chotto ja Nakutte,7.36
Meitantei Conan OVA 06: Kieta Daiya wo Oe! Conan & Heiji VS Kid!,7.36
Naruto x UT,7.36
Nisekoi OVA,7.36
Oda Nobuna no Yabou,7.36
Oruchuban Ebichu,7.36
Otona Joshi no Anime Time,7.36
Prison School: Mad Wax,7.36
Ryman's Club,7.36
s.CRY.ed,7.36
Saiyuuki Reload,7.36
Shakugan no Shana Movie,7.36
Ai no Wakakusa Monogatari,7.36
Ansatsu Kyoushitsu: 365-nichi no Jikan,7.36
Bokutachi wa Benkyou ga Dekinai! Chapel no Kane wa [X] wo Shukufuku Suru,7.36
Dakaretai Otoko 1-i ni Odosarete Imasu.,7.36
Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,7.36
Dead Dead Demons Dededede Destruction,7.36
Deca-Dence,7.36
Doraemon Movie 24: Nobita to Fushigi Kaze Tsukai,7.36
Doraemon Movie 42: Nobita to Sora no Utopia,7.36
Future GPX Cyber Formula Saga,7.36
Hakata Tonkotsu Ramens,7.36
Hakuouki,7.36
"Hataraku Saibou!! Saikyou no Teki, Futatabi. Karada no Naka wa ""Chou"" Oosawagi!",7.36
High School DxD BorN: Ishibumi Ichiei Kanzen Kanshuu! Mousou Bakuyou Kaijo Original Video,7.36
Huyao Xiao Hongniang: Qian Yan,7.36
Isekai Quartet 2,7.36
AKB0048,7.35
Amanchu!: Yakusoku no Natsu to Atarashii Omoide no Koto,7.35
Ao no Exorcist: Kyoto Fujouou-hen,7.35
BNA,7.35
Boku no Hero Academia the Movie 1: Futari no Hero Specials,7.35
Chiisana Ahiru no Ooki na Ai no Monogatari: Ahiru no Kwak,7.35
City Hunter: Kinkyuu Namachuukei!? Kyouakuhan Saeba Ryou no Saigo,7.35
Doraemon Movie 21: Nobita no Taiyou Ou Densetsu,7.35
Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Gokuu ga Yaraneba Dare ga Yaru,7.35
Flanders no Inu,7.35
Hadashi no Gen 2,7.35
Handa-kun,7.35
Heya Camp△,7.35
Hyouka: Motsubeki Mono wa,7.35
Jiang Ziya,7.35
Sora no Otoshimono: Project Pink,7.35
Taishou Yakyuu Musume.,7.35
Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!,7.35
Tiger & Bunny Movie 1: The Beginning,7.35
Urusei Yatsura OVA,7.35
"Wei, Kanjian Erduo La! 2",7.35
Xian Wang de Richang Shenghuo 3,7.35
Xie Wang Zhui Qi: Yishi Qingcheng,7.35
Yomigaeru Sora: Rescue Wings,7.35
Yowamushi Pedal: Special Ride,7.35
Yuusha Keisatsu J-Decker,7.35
Yuyushiki,7.35
Kaginado Season 2,7.35
Kaichou wa Maid-sama!: Goshujinsama to Asonjao♥,7.35
Kaitou Joker 4th Season,7.35
Kamichu!,7.35
Lian Qi Shi Wan Nian,7.35
Lutu Weiji! Sheng Freya Hao Tebie Shijian,7.35
Majokko Shimai no Yoyo to Nene,7.35
"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",7.35
Meitantei Conan Bonus File: Fantasista no Hana,7.35
Mini Dragon,7.35
Nami yo Kiitekure,7.35
Nanatsu no Umi no Tico,7.35
Nodame Cantabile: Nodame to Chiaki no Umi Monogatari,7.35
Oushitsu Kyoushi Heine Movie,7.35
Plawres Sanshirou,7.35
Quanzhi Fashi III,7.35
Ranma ½: Chou Musabetsu Kessen! Ranma Team vs. Densetsu no Houou,7.35
Re:␣Hamatora,7.35
Rikei ga Koi ni Ochita no de Shoumei shitemita.,7.35
Ryuu no Haisha,7.35
Selector Spread WIXOSS,7.35
Seto no Hanayome OVA Specials,7.35
Karakuri Zoushi Ayatsuri Sakon,7.34
Kaze no Shoujo Emily,7.34
Kemonozume,7.34
Kidou Senshi Gundam: Cucuruz Doan no Shima,7.34
Koukaku Kidoutai Arise: Ghost in the Shell - Border:3 Ghost Tears,7.34
Mai-Otome 0: S.ifr,7.34
Mononogatari 2nd Season,7.34
Nakitai Watashi wa Neko wo Kaburu,7.34
Net-juu no Susume Special,7.34
Nisekoi:,7.34
Ookiku Furikabutte: Natsu no Taikai-hen – Mokuhyou,7.34
Owaranai Seraph,7.34
Owaranai Seraph: Nagoya-hen,7.34
Pandora Hearts Omake,7.34
Pokemon Movie 02: Maboroshi no Pokemon Lugia Bakutan,7.34
Rekka no Honoo,7.34
Sabage-bu!,7.34
Seitokai no Ichizon Lv.2,7.34
"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru",7.34
Afro Samurai: Resurrection,7.34
Ani ni Tsukeru Kusuri wa Nai! 5,7.34
Aoki Hagane no Arpeggio: Ars Nova,7.34
Captain Tsubasa,7.34
City Hunter: Bay City Wars,7.34
Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,7.34
Crayon Shin-chan Movie 08: Arashi wo Yobu Jungle,7.34
Doraemon Movie 39: Nobita no Getsumen Tansaki,7.34
Futatsu no Spica,7.34
Garo: Honoo no Kokuin,7.34
Hikaru no Go: Sabaki no Ikkyoku! Inishie no Hana yo Sake!!,7.34
Huyao Xiao Hongniang: Nan Guo,7.34
Strike Witches: Road to Berlin,7.34
"Suisei no Gargantia: Meguru Kouro, Haruka",7.34
The iDOLM@STER Cinderella Girls 2nd Season,7.34
The iDOLM@STER Cinderella Girls: U149 Special,7.34
Toaru Majutsu no Index,7.34
Trinity Seven Movie 2: Heavens Library to Crimson Lord,7.34
Trinity Seven: Nanatsu no Taizai to Nana Madoushi,7.34
Uta no☆Prince-sama♪ Movie: Maji Love Kingdom,7.34
Watashi no Oshi wa Akuyaku Reijou.,7.34
Wonderful Precure!,7.34
Yokoyama Mitsuteru Sangokushi,7.34
Shokugeki no Souma OVA,7.33
Slayers Specials,7.33
Tennis no Oujisama Movie 1: Futari no Samurai - The First Game,7.33
Toshokan Sensou: Koi no Shougai,7.33
Uchuu no Stellvia,7.33
Un-Go,7.33
Wan Jie Fa Shen,7.33
Xin Shen Bang: Nezha Chongsheng,7.33
Xue Ying Ling Zhu,7.33
Xue Ying Ling Zhu Zhi Qi Yu Pian,7.33
Yuan Long,7.33
Zhu Xian 2nd Season,7.33
Journey: Taiko Arabia Hantou de no Kiseki to Tatakai no Monogatari,7.33
Katekyou Hitman Reborn!: Mr. Rebokku no Ciao Ciao Interview,7.33
Kenka Dokugaku,7.33
Kidou Senshi Gundam II: Ai Senshi-hen,7.33
Kidou Shinseiki Gundam X,7.33
Kore wa Zombie desu ka?,7.33
Ling Long: Incarnation,7.33
Ling Long: Incarnation Middle Chapter,7.33
Lodoss-tou Senki,7.33
Love Live! μ's Final Love Live! Opening Animation,7.33
Lupin III: Part 6 - Jidai,7.33
Nanbaka,7.33
Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,7.33
Nogizaka Haruka no Himitsu Finale ♪,7.33
One Piece: Romance Dawn Story,7.33
Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,7.33
Otome Game Sekai wa Mob ni Kibishii Sekai desu,7.33
Poputepipikku TV Special,7.33
Rozen Maiden (2013),7.33
Saber Marionette J,7.33
Sakasama no Patema: Beginning of the Day,7.33
Sakurada Reset,7.33
Shakugan no Shana S,7.33
"""Bungaku Shoujo"" Movie",7.33
Bartender,7.33
Beelzebub Specials,7.33
Bokutachi wa Benkyou ga Dekinai!,7.33
Fairy Tail Movie 1: Houou no Miko - Hajimari no Asa,7.33
Free!,7.33
Future GPX Cyber Formula,7.33
Gatchaman Crowds: Embrace,7.33
Ginga Kikoutai Majestic Prince,7.33
Ginga Tetsudou no Yoru,7.33
Glass no Kamen,7.33
High School DxD,7.33
Hokkyoku Hyakkaten no Concierge-san,7.33
Honobono Log,7.33
Huyao Xiao Hongniang: Zhu Ye,7.33
"Ikoku Meiro no Croisée The Animation: Ongakkai ""Récital""",7.33
Jibaku-kun,7.33
Aa! Megami-sama! (2011),7.32
Aa! Megami-sama! (TV),7.32
Allison to Lillia,7.32
Aria the Natural: Sono Futatabi Deaeru Kiseki ni...,7.32
Baki,7.32
Black Cat (TV),7.32
Black Jack the Movie,7.32
Boruto: Naruto the Movie - Naruto ga Hokage ni Natta Hi,7.32
Captain Herlock,7.32
Cardcaptor Sakura: Kero-chan ni Omakase!,7.32
Carnival Phantasm: HibiChika Special,7.32
City Hunter: Hyakuman Dollar no Inbou,7.32
D-Frag!*,7.32
Date A Live Movie: Mayuri Judgment,7.32
Date A Live: Date to Date,7.32
Doraemon Movie 12: Nobita no Dorabian Nights,7.32
Doraemon Movie 38: Nobita no Takarajima,7.32
"Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, Chougekisen",7.32
Drifters: The Outlandish Knight,7.32
Fuuto Tantei,7.32
Healer Girl,7.32
Himouto! Umaru-chan R,7.32
Hottarake no Shima: Haruka to Mahou no Kagami,7.32
Idaten Jump,7.32
Shokugeki no Souma: Gou no Sara,7.32
Slam Dunk (Movie),7.32
Tamayura: Hitotose,7.32
Tonari no Youkai-san,7.32
Tsuki to Laika to Nosferatu,7.32
Uma Musume: Pretty Derby - Shin Jidai no Tobira,7.32
Xian Wang de Richang Shenghuo,7.32
Zero no Tsukaima: Princesses no Rondo,7.32
Kaikan Phrase,7.32
Koori Zokusei Danshi to Cool na Douryou Joshi,7.32
Kure-nai,7.32
Little Busters! Sekai no Saitou wa Ore ga Mamoru!,7.32
Mama wa Shougaku 4-nensei,7.32
"Maou no Ore ga Dorei Elf wo Yome ni Shitanda ga, Dou Medereba Ii?",7.32
Megami no Café Terrace,7.32
Meitantei Conan Magic File 5: Niigata - Tokyo Omiyage Capriccio,7.32
Meitantei Conan OVA 02: 16-nin no Yougisha,7.32
Meng Qi Shi Shen,7.32
Minami-ke Okawari,7.32
Nekojiru-sou,7.32
Nihon Animator Mihonichi,7.32
Papa no Iukoto wo Kikinasai! OVA,7.32
Pokemon Movie 08: Mew to Hadou no Yuusha Lucario,7.32
Quanzhi Fashi IV,7.32
Sengoku Basara,7.32
Sewayaki Kitsune no Senko-san,7.32
Kimi ni Todoke 2nd Season: Minitodo Gekijou,7.31
Legendz: Yomigaeru Ryuuou Densetsu,7.31
Ling Long: Incarnation Special,7.31
Love Hina Christmas Special: Silent Eve,7.31
Love Lab,7.31
Lupin III: Kutabare! Nostradamus,7.31
Mardock Scramble: The Second Combustion,7.31
Mazinkaiser,7.31
Odekake Kozame,7.31
Ojamajo Doremi,7.31
One Piece Movie 08: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi,7.31
Ousama Ranking: Yuuki no Takarabako,7.31
Piano no Mori (TV),7.31
Precure All Stars Movie New Stage 3: Eien no Tomodachi,7.31
Re:Zero kara Hajimeru Break Time 2nd Season,7.31
Robotics;Notes,7.31
Saki Achiga-hen: Episode of Side-A,7.31
Ame wo Tsugeru Hyouryuu Danchi,7.31
Appleseed Saga Ex Machina,7.31
Araburu Kisetsu no Otome-domo yo.,7.31
Bishoujo Senshi Sailor Moon SuperS Gaiden: Ami-chan no Hatsukoi,7.31
Chibi Maruko-chan (1995),7.31
Cinderella Monogatari,7.31
Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,7.31
Dareka no Manazashi,7.31
Doraemon: Obaachan no Omoide,7.31
Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka,7.31
Girls & Panzer Movie Specials,7.31
Hanayamata,7.31
Hifuu Katsudou Kiroku: The Sealed Esoteric History,7.31
Initial D Extra Stage,7.31
Shigofumi: Sore kara,7.31
Slayers Great,7.31
Steamboy,7.31
Strike Witches: Operation Victory Arrow,7.31
Towa no Quon 2: Konton no Ranbu,7.31
Vivy: Fluorite Eye's Song - To Make Everyone Happy With My Singing,7.31
World Dai Star,7.31
"Yuyushiki: Komarasetari, Komarasaretari",7.31
Zoids Shinseiki/Zero,7.31
Shinrei Tantei Yakumo,7.3
Shoukoushi Cedie,7.3
Slayers Gorgeous,7.3
Slayers Return,7.3
Smile Precure! Movie: Ehon no Naka wa Minna Chiguhagu!,7.3
Soukyuu no Fafner: Dead Aggressor - The Beyond Part 2,7.3
Sousei no Onmyouji,7.3
Speed Grapher,7.3
Tales of Zestiria the Cross 2nd Season,7.3
Tenchi Muyou! Ryououki: Omatsuri Zenjitsu no Yoru!,7.3
The Animatrix,7.3
The Third: Aoi Hitomi no Shoujo,7.3
Tiger Mask Nisei,7.3
Time Travel Tondekeman!,7.3
"Tokyo Ghoul: ""Jack""",7.3
Tsubasa Chronicle: Tori Kago no Kuni no Himegimi,7.3
Uma Musume: Pretty Derby,7.3
VTuber Nandaga Haishin Kiri Wasuretara Densetsu ni Natteta,7.3
Wagamama☆Fairy Mirumo de Pon!,7.3
Wu Geng Ji,7.3
Yao Shen Ji,7.3
Zoku Touken Ranbu: Hanamaru,7.3
K: Seven Stories Movie 2 - Side:Blue - Tenrou no Gotoku,7.3
Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone,7.3
Kidou Senshi Gundam 00 Movie: A Wakening of the Trailblazer,7.3
Kowarekake no Orgel,7.3
Lupin III: Walther P38,7.3
Meitantei Conan: Haibara Ai Monogatari - Kurogane no Mystery Train,7.3
One Piece: Mamore! Saigo no Dai Butai,7.3
Onegai My Melody: Kurukuru Shuffle!,7.3
Ore wo Suki nano wa Omae dake ka yo,7.3
Pokemon Movie 10: Dialga vs. Palkia vs. Darkrai,7.3
Poketoon,7.3
Precure All Stars Movie DX: Minna Tomodachi☆Kiseki no Zenin Daishuugou!,7.3
Quanzhi Fashi V,7.3
Rakuen Tsuihou,7.3
Rikei ga Koi ni Ochita no de Shoumei shitemita. Heart,7.3
Ristorante Paradiso,7.3
Seijo no Maryoku wa Bannou desu,7.3
Seitokai no Ichizon,7.3
Artiswitch,7.3
Bai Lian Cheng Shen,7.3
Bamboo Blade,7.3
"Chi's Sweet Home: Chi to Kocchi, Deau.",7.3
Crayon Shin-chan Movie 04: Henderland no Daibouken,7.3
Dogs: Bullets & Carnage,7.3
Doraemon: 2112-nen Doraemon Tanjou,7.3
Fullmetal Alchemist: Premium Collection,7.3
Fuse: Teppou Musume no Torimonochou,7.3
Fuyu no Sonata,7.3
Hayate no Gotoku!!: Atsu ga Natsuize - Mizugi-hen!,7.3
Heisei Tanuki Gassen Ponpoko,7.3
Henjin no Salad Bowl,7.3
High School Fleet,7.3
2.5-jigen no Ririsa,7.29
Aharen-san wa Hakarenai,7.29
Aura: Maryuuin Kouga Saigo no Tatakai,7.29
Bai Lian Cheng Shen 2nd Season,7.29
Bakemonogatari Recap,7.29
Beelzebub: Hirotta Akachan wa Daimaou!?,7.29
Bubblegum Crisis,7.29
Busou Renkin,7.29
D4DJ Double Mix,7.29
Dead Mount Death Play,7.29
Detroit Metal City: Birth of the Metal Devil,7.29
Doraemon Movie 29: Shin Nobita no Uchuu Kaitakushi,7.29
Fate/Grand Order: Fujimaru Ritsuka wa Wakaranai,7.29
Final Fantasy VII: Last Order,7.29
Future GPX Cyber Formula 11,7.29
Gaikotsu Shotenin Honda-san,7.29
Ganbare Genki,7.29
Ginban Kaleidoscope,7.29
GJ-bu,7.29
Hetalia: The Beautiful World Extra Disc,7.29
Hisone to Maso-tan,7.29
Isekai Yakkyoku,7.29
Shi Yi Chang An: Mingyue Jishi You Er,7.29
Shin Atashin'chi,7.29
Shin Chou Kyou Ryo: Condor Hero,7.29
Shin Grimm Meisaku Gekijou,7.29
Slayers Excellent,7.29
Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey,7.29
Tetsujin 28-gou (2004),7.29
Tom Sawyer no Bouken,7.29
Trinity Blood,7.29
Uchuu Show e Youkoso,7.29
Yao Shen Ji 2nd Season,7.29
Yuuki Yuuna wa Yuusha de Aru: Dai Mankai no Shou,7.29
Love Live! Nijigasaki Gakuen School Idol Doukoukai: Next Sky,7.29
Marmalade Boy Movie,7.29
Mei to Koneko Bus,7.29
Mi Yu Xingzhe,7.29
Mirai Nikki: Redial,7.29
Mushibugyou,7.29
Naruto: Shippuuden Movie 1,7.29
Nu Wushen de Canzhuo II,7.29
Onegai My Melody,7.29
Onihei,7.29
Peace Maker Kurogane,7.29
Pokemon Diamond & Pearl,7.29
Poputepipikku,7.29
Rurouni Kenshin Special,7.29
Saezuru Tori wa Habatakanai: Don't Stay Gold,7.29
School Rumble San Gakki,7.29
Seitokai no Ichizon Lv.2: Watasu Seitokai,7.29
Shashinkan,7.29
Kami nomi zo Shiru Sekai: 4-nin to Idol,7.28
Kamisama no Inai Nichiyoubi,7.28
Kao Ni La Zhanshen Xitong,7.28
Kiba,7.28
Kuma Kuma Kuma Bear Punch!,7.28
Kurau Phantom Memory,7.28
Long Zhi Gu: Jingling Wangzuo,7.28
Long Zu Episode 0,7.28
Lupin III: Otakara Henkyaku Daisakusen!!,7.28
Lupin III: Part III,7.28
Macross Δ,7.28
Mahoraba: Heartful Days,7.28
Mahouka Koukou no Rettousei: Raihousha-hen,7.28
Maria-sama ga Miteru,7.28
Maria-sama ga Miteru Specials,7.28
Mirai no Mirai,7.28
Naruto: Shippuuden Movie 2 - Kizuna,7.28
Nazo no Kanojo X: Nazo no Natsu Matsuri,7.28
Nitaboh,7.28
Noir,7.28
Onegai☆Teacher: Himitsu na Futari,7.28
Senyuu.,7.28
Aa! Megami-sama!,7.28
Aggressive Retsuko (ONA) 4th Season,7.28
Air in Summer,7.28
Amagami SS,7.28
Ao no Exorcist: Kuro no Iede,7.28
Aoyama Goushou Tanpenshuu,7.28
Bishoujo Senshi Sailor Moon: Sailor Stars - Hero Club,7.28
Blue Lock: Episode Nagi,7.28
Btooom!,7.28
