Title,Score
Jian Wang 3: Xia Gan Yi Dan Shen Jianxin,6.92
Shinpi no Sekai El-Hazard (TV),6.92
"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita",6.92
Strike the Blood: Kieta Seisou-hen,6.92
Thermae Romae,6.92
Tiger Mask W,6.92
Tropical-Rouge! Precure Movie: Yuki no Princess to Kiseki no Yubiwa!,6.92
Uchuu Kaizoku Captain Herlock: Arcadia-gou no Nazo,6.92
Uchuu no Kishi Tekkaman Blade OVA: Twin Blood,6.92
UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku,6.92
UFO Princess Valkyrie 3: Seiresetsu no Hanayome,6.92
Urusei Yatsura Movie 3: Remember My Love,6.92
Xi Xing Ji: Jijie Pian,6.92
Shinmai Maou no Testament Departures,6.91
Shinmai Maou no Testament: Toujou Basara no Hard Sweet na Nichijou,6.91
Sola Specials,6.91
Starmyu in Halloween,6.91
Sword Art Online: Alicization - War of Underworld Recap,6.91
T.P BON,6.91
Taiyou no Yuusha Fighbird,6.91
Tantei Opera Milky Holmes,6.91
The iDOLM@STER Million Live!,6.91
Under Ninja,6.91
UQ Holder! Mahou Sensei Negima! 2,6.91
Vanitas no Karte: En Route Pour le Gévaudan,6.91
VS Knight Lamune & 40 Fire,6.91
Wan Jie Shen Zhu 2nd Season,6.91
Wu Geng Ji 4th Season,6.91
Yi Ren Zhi Xia 5th season,6.91
Youjo Senki Movie: Manner Eizou,6.91
Ze Tian Ji 3rd Season,6.91
"Zone of the Enders: Dolores, I",6.91
Keijo!!!!!!!!,6.91
Kinnikuman II Sei,6.91
Komada Jouryuusho e Youkoso,6.91
Koroshi Ai,6.91
Lost Song,6.91
Lupin III: Lupin Ansatsu Shirei,6.91
Macademi Wasshoi!,6.91
Makiba no Shoujo Katri,6.91
Nagagutsu wo Haita Neko,6.91
Namiuchigiwa no Muromi-san,6.91
Night Walker: Mayonaka no Tantei,6.91
Oda Nobuna no Yabou Recap,6.91
One Piece 3D: Mugiwara Chase,6.91
Ore no Kanojo to Osananajimi ga Shuraba Sugiru,6.91
Otogizoushi,6.91
Ougon Yuusha Goldran,6.91
Overman King Gainer,6.91
Persona 5 the Animation Specials,6.91
Rockman.EXE,6.91
Servamp Specials,6.91
86 Special Edition: Senya ni Akaku Hinageshi no Saku,6.91
Aldnoah.Zero Part 2,6.91
Animation Seisaku Shinkou Kuromi-chan 2,6.91
Campione! Matsurowanu Kamigami to Kamigoroshi no Maou,6.91
Chuunibyou demo Koi ga Shitai! Movie: Take On Me Mini-Drama - Koukai Chokuzen no... Kaiko Gekijou,6.91
Days OVA,6.91
Deadman Wonderland: Akai Knife Tsukai,6.91
Furusato Saisei: Nippon no Mukashibanashi,6.91
Gate Keepers,6.91
gdgd Fairies 2,6.91
Gintama on Theater 2D: Baragaki-hen,6.91
Gokujou Seitokai,6.91
Gravitation,6.91
Hajimete no Eigo: Nippon Mukashibanashi,6.91
Healin' Good♡Precure,6.91
Hoshi no Kirby,6.91
Huo Feng Liao Yuan,6.91
Huyao Xiao Hongniang: Wei Sheng,6.91
Iron Kid,6.91
16bit Sensation: Another Layer,6.9
3x3 Eyes: Seima Densetsu,6.9
"91 Days: Toki no Asase/Subete no Kinou/Ashita, Mata Ashita",6.9
Ai Yori Aoshi: Enishi - Miyuki,6.9
Blade Runner: Black Out 2022,6.9
Brotherhood: Final Fantasy XV,6.9
Chimimo,6.9
Choujigen Game Neptune The Animation,6.9
Doraemon: Kaette Kita Doraemon (Movie),6.9
Dubu Wangu,6.9
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III OVA,6.9
Endro~!,6.9
Fantastic Children: Befort no Kodomo-tachi no Sonogo,6.9
Free! Take Your Marks: Character Butai Aisatsu,6.9
Galaxy Angel Music Collection: Shouen to Shien no Cassoulet,6.9
Grisaia no Kajitsu Specials,6.9
Grisaia: Phantom Trigger The Animation,6.9
Hellsing: Psalm of the Darkness,6.9
"Iriya no Sora, UFO no Natsu",6.9
Shi Yi Chang An: Mingyue Jishi You,6.9
Tezuka Osamu no Buddha: Owarinaki Tabi,6.9
Toaru Majutsu no Index-tan,6.9
Uchi no Kaisha no Chiisai Senpai no Hanashi,6.9
Vexille: 2077 Nihon Sakoku,6.9
Wakaba*Girl: Onsen Tsukaritai,6.9
Wo Shi Da Shenxian 2nd Season,6.9
Yingxiong Zai Lin,6.9
Yumekui Merry,6.9
Zero no Tsukaima: Princesses no Rondo Picture Drama,6.9
Kyousou Giga,6.9
Lupin III: Seven Days Rhapsody,6.9
Magic Tree House,6.9
Mashin Eiyuuden Wataru,6.9
Mask Danshi wa Koishitakunai noni,6.9
Metal Fight Beyblade,6.9
Muhyo to Rouji no Mahouritsu Soudan Jimusho 2nd Season,6.9
Onegai My Melody Sukkiri♪,6.9
Onegai! Samia Don,6.9
Ore no Imouto ga Konnani Kawaii Wake ga Nai.,6.9
Pokemon Movie 04: Celebi Toki wo Koeta Deai,6.9
Precure All Stars DX the Dance Live♥: Miracle Dance Stage e Youkoso,6.9
Precure Super Stars! Movie,6.9
Prince of Stride: Alternative,6.9
ReLIFE: Kanketsu-hen Specials,6.9
Rocket Girls,6.9
Seihou Bukyou Outlaw Star Pilot,6.9
Sekai Meisaku Douwa: Hakuchou no Mizuumi,6.9
Senki Zesshou Symphogear XV: Senki Zesshou Shinai Symphogear,6.9
Shaman King (2021),6.9
Juedai Shuang Jiao,6.89
Kabukichou Sherlock,6.89
Kakkou no Iinazuke,6.89
Kimi ga Nozomu Eien: Next Season,6.89
Koisuru Tenshi Angelique: Kagayaki no Ashita,6.89
Kurogane no Linebarrels,6.89
Kyoukai no Kanata: Mini Gekijou,6.89
Love Live! Sunshine!! Recap,6.89
Macross 7 Movie: Ginga ga Ore wo Yondeiru!,6.89
Mahoromatic End Year Special,6.89
Mahou no Princess Minky Momo,6.89
"Maou Gakuin no Futekigousha II: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",6.89
Mazinger Z Movie: Infinity,6.89
Mudazumo Naki Kaikaku: The Legend of Koizumi,6.89
Nerawareta Gakuen,6.89
New Dominion Tank Police,6.89
Noblesse,6.89
Occultic;Nine,6.89
Persona 5 the Animation TV Specials,6.89
Pig: Oka no Ue no Dam Keeper,6.89
Pokemon Movie 11: Giratina to Sora no Hanataba Sheimi,6.89
Pokemon Side Stories,6.89
Porphy no Nagai Tabi,6.89
Punch Line,6.89
Pygmalio,6.89
"Ququ Bucai, Zaixia Yeguai",6.89
Rosario to Vampire Capu2,6.89
Samurai Deeper Kyou,6.89
Ace wo Nerae! (1979),6.89
Animation Seisaku Shinkou Kuromi-chan,6.89
Aoki Ryuusei SPT Layzner,6.89
Arete Hime,6.89
Asura Cryin',6.89
Buki yo Saraba,6.89
Cat Shit One,6.89
Chibi☆Devi!,6.89
Gravitation: Lyrics of Love,6.89
Grisaia: Phantom Trigger The Animation - Stargazer,6.89
Haikara-san ga Tooru Movie 2: Hana no Tokyo Dai Roman,6.89
Harmony,6.89
Hashire Melos (Movie),6.89
Inazuma Eleven: Orion no Kokuin,6.89
"Jashin-chan Dropkick ""Seikimatsu-hen""",6.89
Shika no Ou: Yuna to Yakusoku no Tabi,6.89
Shinigami no Ballad.,6.89
Shinkon Gattai Godannar!! 2nd Season,6.89
Sonic★the★Hedgehog,6.89
Strike the Blood Final,6.89
Tsukiuta. The Animation,6.89
Urayasu Tekkin Kazoku,6.89
Wan Jie Shen Zhu,6.89
Wangzhe Rongyao: Rongyao Zhi Zhang,6.89
Wuxian Shijie,6.89
Xi Xing Ji: Chongsheng Pian,6.89
Yu☆Gi☆Oh! Zexal Second,6.89
Zhengjing Shao Zhu de Xingfu Shenghuo,6.89
Super Fishing Grander Musashi,6.88
Sword Art Online: Alicization - War of Underworld Reflection,6.88
Toaru Majutsu no Index-tan II,6.88
Tribe Cool Crew,6.88
Vinland Saga Season 2: Same Old Story,6.88
Wakaba*Girl,6.88
Xiaoke de Huatu Xie Hua,6.88
Yu☆Gi☆Oh! (Movie),6.88
Yume ga Sameru made,6.88
Kami nomi zo Shiru Sekai: Flag 0,6.88
Keroro,6.88
Koisuru Asteroid,6.88
Kyoukai no Rinne,6.88
Lupin III: Harimao no Zaihou wo Oe!!,6.88
Lupin III: Prison of the Past,6.88
Lupin III: The Last Job,6.88
Lupin III: Twilight Gemini no Himitsu,6.88
Miyori no Mori,6.88
Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!,6.88
Ninin ga Shinobuden,6.88
Ninja Kamui,6.88
Nurse Angel Ririka SOS,6.88
Osomatsu-san: Tamashii no Takoyaki Party to Densetsu no Otomarikai,6.88
Radiant,6.88
Rinne no Lagrange,6.88
Samurai Flamenco,6.88
Servamp,6.88
Aa! Megami-sama!: Chichaitte Koto wa Benri da ne,6.88
Anima Yell!,6.88
Arslan Senki,6.88
Azur Lane: Queen's Orders,6.88
Battle Programmer Shirase,6.88
Belle to Kaijuu Ouji,6.88
Blassreiter,6.88
Bomberman Jetters,6.88
Busou Shoujo Machiavellianism,6.88
Chuubyou Gekihatsu Boy: Otoko ni Umareta Shukumei Dakara,6.88
Crayon Shin-chan Movie 16: Chou Arashi wo Yobu Kinpoko no Yuusha,6.88
Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 1 - Wandering; Agateram,6.88
Fate/kaleid liner Prisma☆Illya 2wei Herz! Specials,6.88
Futsuu no Joshikousei ga [Locodol] Yattemita.,6.88
"Futsuu no Joshikousei ga [Locodol] Yattemita.: Nagarekawa, Annai Shitemita.",6.88
Guilty Crown: Lost Christmas - An Episode of Port Town,6.88
Heat Guy J: Toriko - Angel,6.88
It's a Rumic World: 50th Anniversary Weekly★Shonen Sunday,6.88
Itsuka Tenma no Kuro Usagi: Kokoro Utsuri no Toukoubi - School Attendance Day,6.88
Amatsuki,6.87
Andersen Douwa: Ningyohime,6.87
Anhe Zhuan,6.87
Blood: The Last Vampire,6.87
Cello Hiki no Gauche (1982),6.87
Crayon Shin-chan Movie 26: Bakumori! Kung Fu Boys - Ramen Tairan,6.87
Crayon Shin-chan Movie 27: Shinkon Ryokou Hurricane - Ushinawareta Hiroshi,6.87
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II: Past & Future,6.87
Genjitsu no Yohane: Sunshine in the Mirror,6.87
Girls & Panzer: Kore ga Hontou no Anzio-sen desu! - Fushou Akiyama Yukari no Sensha Kouza,6.87
Glass no Kamen: Sen no Kamen wo Motsu Shoujo,6.87
Hana no Ko Lunlun,6.87
Hi no Tori: Uchuu-hen,6.87
Hinata no Aoshigure,6.87
Ibara no Ou,6.87
Ikebukuro West Gate Park,6.87
Shin Tenchi Muyou!,6.87
Sora no Method: Aru Shoujo no Kyuujitsu★,6.87
Soukou Kihei Votoms: Kakuyaku taru Itan,6.87
Soukou Kihei Votoms: Koei Futatabi,6.87
Starmyu,6.87
Suki demo Kirai na Amanojaku,6.87
Sumomomo Momomo: Chijou Saikyou no Yome Specials,6.87
Tenjou Tenge,6.87
Usavich,6.87
Uta∽Kata: Shotou no Futanatsu,6.87
Vandread: Gekitou-hen,6.87
Yesterday wo Utatte,6.87
You Shou Yan 2nd Season,6.87
Kawa no Hikari,6.87
Key the Metal Idol,6.87
Koe de Oshigoto! The Animation,6.87
Koukaku Kidoutai: Stand Alone Complex - Solid State Society - Uchikoma na Hibi,6.87
Koukou Tekken-den Tough,6.87
Koutetsushin Jeeg,6.87
Mai-HiME Specials,6.87
Massara,6.87
Mewkledreamy Mix!,6.87
Moshidora,6.87
Mushikaburi-hime,6.87
Nakanohito Genome [Jikkyouchuu],6.87
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... OVA,6.87
Pandane to Tamago-hime,6.87
Pokemon Movie 13: Genei no Hasha Zoroark,6.87
Precure All Stars GoGo Dream Live!,6.87
Promare: Galo-hen,6.87
Saihate no Paladin,6.87
Senki Zesshou Symphogear G: Senki Zesshou Shinai Symphogear,6.87
Kamisama no Inai Nichiyoubi: Kioku,6.86
Karneval Specials,6.86
Katte ni Kaizou,6.86
Kill Me Baby,6.86
Kiteretsu Daihyakka,6.86
Kowarekake no Orgel Special,6.86
Kurozuka,6.86
Lengxue Kuang Yan,6.86
Love Live! School Idol Project OVA,6.86
Mukamuka Paradise,6.86
Naruto: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo! - Konoha no Sato no Dai Undoukai,6.86
Nekomonogatari: Kuro Recap,6.86
NieA Under 7,6.86
No Guns Life,6.86
Paradox Live the Animation,6.86
Princess Principal: Crown Handler Movie 1 - Busy Easy Money,6.86
Qin Shi Mingyue: Tian Xing Jiu Ge,6.86
Qin Shi Mingyue: Zhu Zi Bai Jia,6.86
s.CRY.ed Alteration I: Tao,6.86
Saint Seiya: Kamigami no Atsuki Tatakai,6.86
Shakugan no Shana-tan S,6.86
.hack//Roots,6.86
A-Channel: Nabe wo Tabeyou,6.86
Battle Athletess Daiundoukai (TV),6.86
Cardfight!! Vanguard: will+Dress,6.86
Corrector Yui,6.86
Croket!,6.86
D.C.II: Da Capo II,6.86
Denpa Kyoushi,6.86
Dog Days'',6.86
Doraemon Meets Hattori the Ninja,6.86
Fortune Arterial: Akai Yakusoku - Tadoritsuita Basho,6.86
Free! Movie 1: Timeless Medley - Kizuna - Character Butai Aisatsu,6.86
Friends: Mononoke Shima no Naki,6.86
Gensoumaden Saiyuuki: Kibou no Zaika,6.86
Hakaba Kitarou,6.86
Hells,6.86
Iblard Jikan,6.86
Idol Densetsu Eriko,6.86
IS: Infinite Stratos 2 - Hitonatsu no Omoide,6.86
Isekai Yururi Kikou: Kosodateshinagara Boukensha Shimasu,6.86
Soul Eater: Late Night Show,6.86
Tesagure! Bukatsumono Spin-off Purupurun Sharumu to Asobou,6.86
Tsuyoshi Shikkari Shinasai,6.86
Uchi no Maid ga Uzasugiru!,6.86
Uchi no Maid ga Uzasugiru!: Uchi no Maid wa Yappari Mou Honto Uzainda naa...,6.86
Uchuu Senkan Yamato: Kanketsu-hen,6.86
Uta no☆Prince-sama♪ Maji Love ST☆RISH Tours: Tabi no Hajimari,6.86
Vampire Knight,6.86
Wangu Kuang Di,6.86
Yama no Susume Second Season Specials,6.86
Youkai Watch Movie 4: Shadow Side - Oni-ou no Fukkatsu,6.86
Spriggan (ONA),6.85
Stella no Mahou,6.85
Suki tte Ii na yo.: Mei and Marshmallow,6.85
Switch,6.85
Tennis no Oujisama: Mini Theater,6.85
Tenpou Ibun: Ayakashi Ayashi,6.85
Toaru Kagaku no Railgun: Motto Marutto Railgun,6.85
Unbelievable Space Love,6.85
Wo Jia Da Shixiong You Dian Kaopu,6.85
Yomigaeru Sora: Rescue Wings - Saigo no Shigoto,6.85
Zettai Shounen,6.85
Zone of the Enders: 2167 Idolo,6.85
Kaze to Ki no Uta Sanctus: Sei Naru Kana,6.85
Kodomo no Jikan Recap,6.85
Koitabi: True Tours Nanto,6.85
Kyou no 5 no 2 Kagai Jugyou: Mizukake,6.85
Lupin III: Hemingway Paper no Nazo,6.85
Macross Flash Back 2012,6.85
Meitantei Conan: Hannin no Hanzawa-san,6.85
Musaigen no Phantom World,6.85
Nande Koko ni Sensei ga!? Nande Koko ni Sensei-tachi ga!?,6.85
One Piece Movie 03: Chinjuu-jima no Chopper Oukoku,6.85
Overlord Movie: Manner Movie,6.85
Ranma ½: Tendou-ke no Oyobidenai Yatsura!,6.85
Reikenzan: Eichi e no Shikaku,6.85
Renkin San-kyuu Magical? Pokaan Specials,6.85
Sengoku Basara: Judge End,6.85
"""Bungaku Shoujo"" Kyou no Oyatsu: Hatsukoi",6.85
3D Kanojo: Real Girl,6.85
Agatha Christie no Meitantei Poirot to Marple,6.85
Binbou Shimai Monogatari,6.85
Crusher Joe,6.85
Delicious Party♡Precure,6.85
Dog Days,6.85
Dokidoki! Precure Movie: Mana Kekkon!!? Mirai ni Tsunagu Kibou no Dress,6.85
Dominion,6.85
Doraemon Movie 18: Nobita no Nejimaki City Boukenki,6.85
Fate/Grand Order: Zettai Majuu Sensen Babylonia Recaps,6.85
Futakoi Alternative,6.85
Ganbare! Kickers,6.85
Generator Gawl,6.85
Girigiri Warukunai Watame,6.85
Gokukoku no Brynhildr,6.85
Heisei Inu Monogatari Bow,6.85
Hetalia World★Stars,6.85
Hibike! Euphonium: Suisougaku-bu no Nichijou,6.85
Hotori: Tada Saiwai wo Koinegau,6.85
Houkago no Oujisama,6.85
"Inari, Konkon, Koi Iroha. Inari, Konkon, Semishigure.",6.85
IS: Infinite Stratos 2 - World Purge-hen,6.85
Jian Yu Feng Yun,6.85
B-gata H-kei,6.84
Bakusou Kyoudai Let's & Go,6.84
Chiisana Eiyuu: Kani to Tamago to Toumei Ningen,6.84
City Hunter Movie: Tenshi no Namida,6.84
Crayon Shin-chan Movie 17: Otakebe! Kasukabe Yasei Oukoku,6.84
Daitoshokan no Hitsujikai,6.84
Dragon Half,6.84
Dream Festival! R,6.84
Dubu Xiaoyao,6.84
Galaxy Angel S,6.84
Genji Monogatari Sennenki,6.84
Gundam: G no Reconguista Movie IV - Gekitou ni Sakebu Ai,6.84
Hanebado!,6.84
Himitsu no Hana no Niwa,6.84
Isekai Maou to Shoukan Shoujo no Dorei Majutsu,6.84
Shirobako Specials,6.84
Shisha no Teikoku,6.84
Shiyakusho,6.84
Shouwa Monogatari,6.84
Soukyuu no Fafner: Dead Aggressor - Behind the Line,6.84
Ta Bu Dang Nuzhu Hen Duo Nian,6.84
Wata no Kuni Hoshi,6.84
Wo Shi Da Shenxian,6.84
YAT Anshin! Uchuu Ryokou 2,6.84
Yi Ren Zhi Xia 3: Rushi Pian,6.84
Yuusha Shirei Dagwon,6.84
Zetman,6.84
Koukaku Kidoutai: SAC_2045 Season 2,6.84
Maison Ikkoku: Bangai-hen - Ikkokujima Nanpa Shimatsuki,6.84
Micchiri Neko,6.84
Overlord Movie: Ple Ple Pleiades,6.84
Project A-Ko,6.84
Rayearth,6.84
Sakura Taisen,6.84
Sasaki to Pii-chan,6.84
Kakutou Bijin Wulong: Rebirth,6.83
Kanamemo,6.83
King of Prism: Pride the Hero,6.83
Kirakira☆Precure A La Mode Movie: Paritto! Omoide no Mille-Feuille!,6.83
Koneko no Chi: Ponponra Daibouken,6.83
Kouya no Kotobuki Hikoutai,6.83
Magical★Taruruuto-kun,6.83
Mahou no Princess Minky Momo: Yume wo Dakishimete,6.83
Majimoji Rurumo,6.83
Maple Town Monogatari,6.83
Mato Seihei no Slave,6.83
Misaki no Mayoiga,6.83
Nakanohito Genome [Jikkyouchuu]: Knots of Memories,6.83
Nijiyon Animation 2,6.83
Omamori Himari,6.83
Pokemon 3D Adventure 2: Pikachu no Kaitei Daibouken,6.83
Pokemon Crystal: Raikou Ikazuchi no Densetsu,6.83
Ryuuou no Oshigoto!,6.83
Senkou no Night Raid,6.83
Azur Lane: Bisoku Zenshin! Hokorashiki Bokou ni Shukusai wo,6.83
Captain Tsubasa: Europe Daikessen,6.83
Clamp Gakuen Tanteidan,6.83
Devil Survivor 2 The Animation,6.83
Devils Line,6.83
Digimon Frontier: Ornismon Fukkatsu!!,6.83
Dragon Ball Z Movie 07: Kyokugen Battle!! Sandai Super Saiyajin,6.83
Dragon Ball: Ossu! Kaettekita Son Gokuu to Nakama-tachi!!,6.83
Dragon Quest: Yuusha Abel Densetsu,6.83
Dual! Parallel Runrun Monogatari Special,6.83
Fate/stay night TV Reproduction,6.83
Gekitou! Crush Gear Turbo,6.83
Hirune Hime: Shiranai Watashi no Monogatari,6.83
Ichigo 100% OVA,6.83
Ikkyuu-san,6.83
Jitsu wa Watashi wa,6.83
Shin Angyo Onshi,6.83
Shin Maple Town Monogatari: Palm Town-hen,6.83
Sumomomo Momomo: Chijou Saikyou no Yome,6.83
Sword Art Online Movie: Ordinal Scale - Sword Art Offline,6.83
Toku: Touken Ranbu - Hanamaru - Setsugetsuka,6.83
Versailles no Bara: Seimei Aru Kagiri Aishite,6.83
Yaku nara Mug Cup mo: Niban Gama,6.83
Yama no Susume,6.83
Sword Art Online: Alicization - Recollection,6.82
Tegamibachi: Omakebachi,6.82
To Heart 2 OVA,6.82
Toaru Kagaku no Railgun T: Motto Marutto Railgun,6.82
Toaru Majutsu no Index III,6.82
Touken Ranbu: Hanamaru,6.82
Trapezium,6.82
Wangu Xian Qiong,6.82
Yi Ren Zhi Xia,6.82
Zettai Muteki Raijin-Oh,6.82
Zombie-Loan,6.82
Jue Shi Wu Hun,6.82
Juubee-chan 2: Siberia Yagyuu no Gyakushuu,6.82
Juushin Enbu: Hero Tales,6.82
Kantai Collection: KanColle,6.82
Kawaisugi Crisis,6.82
Kekkai Sensen: Soresaemo Saitei de Saikou na Hibi,6.82
Kiddy GiRL-AND,6.82
Kimi no Iru Machi,6.82
Kimi to Boku,6.82
Kobato.: Hajimete no Kobato.,6.82
Koi to Senkyo to Chocolate: Koi Imouto!,6.82
Kurokami: Tora to Tsubasa,6.82
Lv2 kara Cheat datta Motoyuusha Kouho no Mattari Isekai Life,6.82
Mingyun Quan Tai,6.82
Montana Jones,6.82
Mugen no Juunin,6.82
Overlord: Ple Ple Pleiades 2,6.82
Pokonyan!,6.82
Pretty Rhythm: Aurora Dream - Prism Shougekijou,6.82
Queen Emeraldas,6.82
"Ququ Bucai, Zaixia Yeguai 2nd Season",6.82
Senkou no Night Raid Specials,6.82
Akkun to Kanojo,6.82
Anime 80-nichikan Sekai Isshuu,6.82
Benghuai 3rd: Dong Zhi Jiyi,6.82
Binan Koukou Chikyuu Bouei-bu LOVE!,6.82
Boku no Hero Academia (ONA),6.82
Chikyuugai Shounen Shoujo,6.82
Cobra The Animation: The Psycho-Gun,6.82
Cobra The Animation: Time Drive,6.82
Code Geass: Hangyaku no Lelouch - Kiseki no Birthday,6.82
Dagashi Kashi 2,6.82
Dragon Ball Movie 3: Makafushigi Daibouken,6.82
Fullmetal Alchemist: The Sacred Star of Milos Specials,6.82
Girls & Panzer Heartful Tank Disc: Fushou Akiyama Yukari no Sensha Kouza,6.82
Great Pretender: Razbliuto,6.82
Grimm Kumikyoku,6.82
Hi no Tori: Houou-hen,6.82
Huyao Xiao Hongniang: Mu Tiancheng,6.82
Hyakujuu-Ou GoLion,6.82
Hypnosis Mic: Division Rap Battle - Rhyme Anima +,6.82
IDOLiSH7 Special Program: Kimi to Furikaeranai to!,6.82
IS: Infinite Stratos Encore - Koi ni Kogareru Rokujuusou,6.82
Jiu Tian Xuan Di Jue,6.82
ACCA: 13-ku Kansatsu-ka Specials,6.81
Binan Koukou Chikyuu Bouei-bu LOVE! LOVE! LOVE!,6.81
Captain Tsubasa: Sekai Daikessen!! Jr. World Cup,6.81
Chihayafuru 3: Ima Hitotabi no,6.81
Chou Robot Seimeitai Transformers Micron Densetsu,6.81
Crayon Shin-chan Movie 15: Arashi wo Yobu Utau Ketsu dake Bakudan!,6.81
Double Decker! Doug & Kirill,6.81
Fate/kaleid liner Prisma☆Illya 2wei! Specials,6.81
Gakusen Toshi Asterisk,6.81
gdgd Fairies,6.81
Ged Senki,6.81
Gi(a)rlish Number,6.81
Grappler Baki,6.81
Hakaima Sadamitsu,6.81
Heroman,6.81
Honoo no Mirage: Minagiwa no Hangyakusha,6.81
Hoshizora e Kakaru Hashi: Kakaru ka? Gakuensai ni Koi no Hashi,6.81
I''s Pure,6.81
Ichigo 100% Special 2,6.81
Ichigo 100%: Koi ga Hajimaru?! Satsuei Gasshuku - Yureru Kokoro ga Higashi e Nishi e,6.81
Isshuukan Friends. Specials,6.81
Shi Fang Wu Sheng,6.81
Smile Precure!,6.81
Synduality: Noir,6.81
To Heart 2 AD,6.81
Touch: Cross Road - Kaze no Yukue,6.81
Warau Salesman,6.81
Weiß Kreuz OVA,6.81
Xi Xing Ji: Suming Pian,6.81
Yaoguai Mingdan,6.81
Ze Tian Ji,6.81
"Kanojo, Okarishimasu 2nd Season",6.81
Kero 0: Shuppatsu da yo! Zenin Shuugou!,6.81
Kingdom Hearts χ Back Cover,6.81
Kiss x Sis,6.81
Koisuru Tenshi Angelique: Kokoro no Mezameru Toki,6.81
Macross Dynamite 7,6.81
Mirai Keisatsu Urashiman,6.81
Mokke Specials,6.81
Nijiyon Animation,6.81
One Piece: Densetsu no Log! Akagami no Shanks!,6.81
Onegai☆Twins,6.81
Ookami Shoujo to Kuro Ouji Recap,6.81
Overlord: Ple Ple Pleiades 3,6.81
Pokemon: Pikachu no Natsuyasumi,6.81
Rilakkuma to Yuuenchi,6.81
Sakamoto desu ga? Sakamoto deshita?,6.81
Sakura Taisen: Gouka Kenran,6.81
Shaonu Qianxian: Renxing Xiao Juchang 2,6.81
"Kamen no Maid Guy: Ano Natsu, Ichiban Yutaka na Chichi.",6.8
Kannazuki no Miko,6.8
Kinnikuman: Kinnikusei Oui Soudatsu-hen,6.8
Kinsou no Vermeil: Gakeppuchi Majutsushi wa Saikyou no Yakusai to Mahou Sekai wo Tsukisusumu,6.8
Koufuku Graffiti,6.8
Kure-nai OVA,6.8
Lian Qi Lianle 3000 Nian,6.8
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden,6.8
Musaigen no Phantom World: Mizutama no Kiseki,6.8
Na Nare Hana Nare,6.79
Nobunaga no Shinobi: Nobunaga to Minarai Shinobi,6.8
Qin Shi Mingyue: Junlin Tianxia,6.8
Recorder to Randoseru Re♪,6.8
100-man no Inochi no Ue ni Ore wa Tatteiru 2nd Season,6.8
Aishen Qiaokeli-ing...,6.8
Armitage III: Dual-Matrix,6.8
Atom: The Beginning,6.8
Battle Spirits: Saga Brave,6.8
Bem Movie: Become Human,6.8
Black★Rock Shooter (TV),6.8
Boku to Roboko,6.8
Captain Tsubasa: Saikyou no Teki! Holland Youth,6.8
Crayon Shin-chan Movie 20: Arashi wo Yobu! Ora to Uchuu no Princess,6.8
Cyborg 009 (TV),6.8
Di Gi Charat,6.8
Engage Kiss,6.8
Fumetsu no Anata e: Fushi no Tabiji,6.8
Fushigi Yuugi: Eikouden,6.8
Galaxy Angel Specials,6.8
Happiness Charge Precure!,6.8
Hypnosis Mic: Division Rap Battle - Rhyme Anima,6.8
Inazuma Eleven: Outer Code,6.8
Isshuukan Friends. Tomodachi to no Omoide,6.8
Shingetsutan Tsukihime,6.8
Shinmai Maou no Testament Burst,6.8
Shu Tian Fu Mo Lu,6.8
Strait Jacket,6.8
Stratos 4 Advance Kanketsu-hen,6.8
Taimadou Gakuen 35 Shiken Shoutai,6.8
Taiyou no Mokushiroku: A Spirit of the Sun,6.8
Tennis no Oujisama: Oshougatsu Special,6.8
Toaru Kagaku no Railgun S: Daiji na Koto wa Zenbu Sentou ni Osowatta,6.8
Uchuusen Sagittarius,6.8
Yuu☆Yuu☆Hakusho: Eizou Hakusho - Opening Ending Encyclopedia,6.8
Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,6.8
Zuori Qing Kong,6.8
Shinkyoku Soukai Polyphonica,6.79
Shinmai Maou no Testament Burst Specials,6.79
Shutsugeki! Machine Robo Rescue,6.79
Shuumatsu no Walküre,6.79
Sword Art Online: Full Dive - Opening Eizou,6.79
Tensei shitara Slime Datta Ken: Kanwa - Hinata Sakaguchi,6.79
The☆Doraemons: The Mysterious Thief Dorapan The Mysterious Cartel,6.79
Toji no Miko,6.79
Tsubasa to Hotaru,6.79
Tytania,6.79
UFO Princess Valkyrie 4: Toki to Yume to Ginga no Utage,6.79
UFO Princess Valkyrie: Shichiten Battou Hanayome Shuugyou,6.79
Xiao Mo Tou Baolu La! 2,6.79
Yozakura Quartet,6.79
Yuu☆Yuu☆Hakusho (Movie),6.79
Kami-tachi ni Hirowareta Otoko 2nd Season,6.79
