,Title,Score
3681,Jaku-Chara Tomozaki-kun,7.12
3682,A3! Season Spring & Summer,7.11
3683,Ai Yori Aoshi: Enishi,7.11
3684,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.: Menma e no Tegami,7.11
3685,Blood Lad: Wagahai wa Neko de wa Nai,7.11
3686,Blue Archive the Animation,7.11
3687,D.C.if: Da Capo if,7.11
3688,Dokidoki♡Densetsu: Mahoujin Guruguru,7.11
3689,Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu,7.11
3690,Gaiking: Legend of Daiku-Maryu,7.11
3691,Haikara-san ga Tooru,7.11
3692,Hakuouki: Hekketsuroku - Kyoto Kaisouroku,7.11
3693,Higeki no Genkyou to Naru Saikyou Gedou Last Boss Joou wa Tami no Tame ni Tsukushimasu.,7.11
3694,Hinamatsuri (OVA),7.11
3695,Tate no Yuusha no Nariagari Season 3,7.11
3696,Tennis no Oujisama: Another Story II - Ano Toki no Bokura Specials,7.11
3697,Tokimeki Tonight,7.11
3698,Unico,7.11
3699,Urara Meirochou,7.11
3700,Wu Shang Shen Di 2nd Season,7.11
3701,Yao Shen Ji 7th Season,7.11
3702,Ze Tian Ji 4th Season,7.11
3703,Zhu Tian Ji,7.11
3704,Junketsu no Maria,7.11
3705,Kenkou Zenrakei Suiei-bu Umishou,7.11
3706,Kenyuu Densetsu Yaiba,7.11
3707,Kiniro no Corda: Secondo Passo,7.11
3708,Kirakira☆Precure A La Mode,7.11
3709,Konjiki no Gash Bell!!: Mecha Vulkan no Raishuu,7.11
3710,Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi,7.11
3711,Kuzu no Honkai,7.11
3712,Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note - Hakamori to Neko to Majutsushi,7.11
3713,Madan no Ou to Vanadis,7.11
3714,Mojakou,7.11
3715,Monster Musume no Iru Nichijou OVA,7.11
3716,Myself; Yourself,7.11
3717,Nils no Fushigi na Tabi,7.11
3718,Offside (TV),7.11
3719,One Piece Movie 05: Norowareta Seiken,7.11
3720,Ranma ½: Battle ga Ippai 29-nin no Korinai Yatsura,7.11
3721,Ranma ½: Nettou Uta Gassen,7.11
3722,"Seija Musou: Salaryman, Isekai de Ikinokoru Tame ni Ayumu Michi",7.11
3723,Shakugan no Shana-tan Movie,7.11
3724,Junkers Come Here,7.1
3725,Kamisama Kazoku,7.1
3726,Karin,7.1
3727,Kazemakase Tsukikage Ran,7.1
3728,Kimi ga Aruji de Shitsuji ga Ore de,7.1
3729,Ling Jian Zun 3rd Season,7.1
3730,Lupin III: $1 Money Wars,7.1
3731,Lupin III: Dead or Alive,7.1
3732,Mou Ippon!,7.1
3733,Mouretsu Pirates: Abyss of Hyperspace,7.1
3734,Nanatsu no Taizai Movie 1: Tenkuu no Torawarebito,7.1
3735,Nobunaga no Shinobi,7.1
3736,Onegai☆Teacher,7.1
3737,Oseam,7.1
3738,Rain Town,7.1
3739,Rec: Yurusarezarumono,7.1
3740,Robin Hood no Daibouken,7.1
3741,Sansha Sanyou,7.1
3742,Saraba Uchuu Senkan Yamato: Ai no Senshi-tachi,7.1
3743,Seikai no Monshou Special,7.1
3744,Shachiku-san wa Youjo Yuurei ni Iyasaretai.,7.1
3745,30-pun de Wakaru! Kore made no Love Live!,7.1
3746,Ace wo Nerae! 2,7.1
3747,Ai Yori Aoshi,7.1
3748,Alice to Zouroku,7.1
3749,Amanchu! Advance,7.1
3750,Ao no Exorcist: Kyoto Fujouou-hen OVA,7.1
3751,B'T X Neo,7.1
3752,Bastard!! Ankoku no Hakaishin: Jigoku no Chinkonka-hen,7.1
3753,Biohazard: Damnation,7.1
3754,Captain Future,7.1
3755,Chirin no Suzu,7.1
3756,Digimon Adventure 02 Movies,7.1
3757,Dirty Pair OVA,7.1
3758,Doraemon Movie 06: Nobita no Little Star Wars,7.1
3759,Doraemon: The Day When I Was Born,7.1
3760,Dorohedoro: Ma no Omake,7.1
3761,Futari wa Precure: Max Heart Movie 2 - Yukizora no Tomodachi,7.1
3762,Guilty Crown: Kiseki - Reassortment,7.1
3763,Haiyore! Nyaruko-san: Yasashii Teki no Shitome-kata,7.1
3764,Hakuouki: Reimeiroku OVA,7.1
3765,Happiness Charge Precure! Movie: Ningyou no Kuni no Ballerina,7.1
3766,Hatenkou Yuugi,7.1
3767,Himouto! Umaru-chan,7.1
3768,Hoshi no Koe,7.1
3769,Jigoku Sensei Nube OVA,7.1
3770,Tonari no Kaibutsu-kun: Tonari no Gokudou-kun,7.1
3771,Tonari no Yamada-kun,7.1
3772,Toriko Movie: Bishokushin no Special Menu,7.1
3773,Virtua Fighter,7.1
3774,Xian Wu Chuan,7.1
3775,Yong Sheng: Qizhuang Shanhe,7.1
3776,"Shinmai Ossan Boukensha, Saikyou Party ni Shinu hodo Kitaerarete Muteki ni Naru.",7.1
3777,Shy 2nd Season,7.1
3778,Soukou Kihei Votoms: The Last Red Shoulder,7.09
3779,Star Wars: Visions,7.09
3780,Tenchi Muyou! Manatsu no Eve,7.09
3781,Tokyo Mew Mew,7.09
3782,Tonari no Kyuuketsuki-san,7.09
3783,"Uchi no Ko no Tame naraba, Ore wa Moshikashitara Maou mo Taoseru kamo Shirenai.",7.09
3784,Uchuu Densetsu Ulysses 31,7.09
3785,Uta no☆Prince-sama♪ Movie: Maji Love ST☆RISH Tours,7.09
3786,Yuragi-sou no Yuuna-san OVA,7.09
3787,Journey to Bloom,7.09
3788,Jun You Yun,7.09
3789,Koe no Katachi Specials,7.09
3790,Kyoushoku Soukou Guyver (1989),7.09
3791,Love Hina,7.09
3792,Mangaka-san to Assistant-san to The Animation,7.09
3793,Medarot,7.09
3794,Musashi no Ken,7.09
3795,Nobunaga no Shinobi: Anegawa Ishiyama-hen,7.09
3796,One Piece Movie 01,7.09
3797,One Piece Movie 02: Nejimaki-jima no Daibouken,7.09
3798,One Piece: Yume no Soccer Ou!,7.09
3799,RD Sennou Chousashitsu,7.09
3800,A-Channel+smile,7.09
3801,Accel World EX,7.09
3802,Adachi to Shimamura,7.09
3803,Anime Sanjuushi,7.09
3804,Another World,7.09
3805,Aoi Hana,7.09
3806,Arknights: Reimei Zensou,7.09
3807,Bakumatsu Kikansetsu Irohanihoheto,7.09
3808,BanG Dream!: Asonjatta!,7.09
3809,Beyblade Burst God,7.09
3810,Bishounen Tanteidan,7.09
3811,Black Blood Brothers,7.09
3812,Black★Rock Shooter (OVA),7.09
3813,Chikyuu Bouei Kigyou Dai-Guard,7.09
3814,ChroNoiR Episode.0,7.09
3815,Crayon Shin-chan Movie 02: Buriburi Oukoku no Hihou,7.09
3816,Deltora Quest,7.09
3817,Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku,7.09
3818,Doraemon Movie 03: Nobita no Daimakyou,7.09
3819,Doraemon Movie 09: Nobita no Parallel Saiyuuki,7.09
3820,Doraemon Movie 35: Nobita no Space Heroes,7.09
3821,Fei Ren Zai,7.09
3822,Futari wa Precure,7.09
3823,Galaxy Angel 3 Specials,7.09
3824,Hayate no Gotoku! OVA,7.09
3825,Hokuto no Ken: Raoh Gaiden Ten no Haoh,7.09
3826,Anime Himitsu no Hanazono,7.08
3827,Black Bullet,7.08
3828,Black Cat (TV): Toozakaru Neko,7.08
3829,Boku no Chikyuu wo Mamotte,7.08
3830,Bubblegum Crisis Tokyo 2040,7.08
3831,Densetsu no Yuusha da Garn,7.08
3832,Final Fantasy VII: On the Way to a Smile - Episode: Denzel,7.08
3833,Gosick: Utsukushiki Kaibutsu wa Konton no Sen wo Shimiru,7.08
3834,Hidamari no Ki,7.08
3835,Hokuto no Ken: Yuria-den,7.08
3836,Jie Yao,7.08
3837,Sora wo Miageru Shoujo no Hitomi ni Utsuru Sekai,7.08
3838,Sousei no Aquarion,7.08
3839,Tenjoubito to Akutobito Saigo no Tatakai,7.08
3840,Tennis no Oujisama: Another Story - Kako to Mirai no Message Specials,7.08
3841,Vampire Knight Guilty,7.08
3842,Yoake Mae yori Ruriiro na: Crescent Love,7.08
3843,Ze Tian Ji 5th Season,7.08
3844,Kagejitsu!,7.08
3845,Kaiketsu Zorori,7.08
3846,Karneval (TV),7.08
3847,Kidou Senshi Gundam: Dai 08 MS Shoutai - Sanjigen to no Tatakai,7.08
3848,Kindaichi Shounen no Jikenbo Returns 2nd Season: Akechi Keibu no Jikenbo,7.08
3849,Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,7.08
3850,Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,7.08
3851,Lostorage Conflated WIXOSS,7.08
3852,Majutsushi Orphen,7.08
3853,Mayonaka Punch,7.08
3854,Mazinkaiser: Shitou! Ankoku Dai Shogun,7.08
3855,Mutafukaz,7.08
3856,Muv-Luv Alternative: Total Eclipse,7.08
3857,Negima!? Natsu Special!?,7.08
3858,No Guns Life 2nd Season,7.08
3859,Nu Wushen de Canzhuo,7.08
3860,Obey Me! Season 2,7.08
3861,Pokemon Movie 03: Kesshoutou no Teiou Entei,7.08
3862,PriPara Movie: Mi~nna de Kagayake! Kirarin☆Star Live!,7.08
3863,Quanzhi Fashi VI,7.08
3864,Ryuusei no Rockman,7.08
3865,Saenai Heroine no Sodatekata: Ai to Seishun no Service-kai,7.08
3866,Sayonara Watashi no Cramer Movie: First Touch,7.08
3867,Kaizoku Oujo,7.07
3868,Kikansha no Mahou wa Tokubetsu desu,7.07
3869,Kindaichi Shounen no Jikenbo Movie 1: Operazakan - Aratanaru Satsujin,7.07
3870,Kirarin☆Revolution,7.07
3871,Knight's & Magic,7.07
3872,Kuro no Shoukanshi,7.07
3873,Log Horizon: Entaku Houkai,7.07
3874,Mahoromatic Summer Special,7.07
3875,Mahouka Koukou no Rettousei 3rd Season,7.07
3876,Mister Ajikko,7.07
3877,Muteki Kanban Musume,7.07
3878,Nanatsu no Taizai: Eiyuu-tachi wa Hashagu,7.07
3879,Nasu: Suitcase no Wataridori,7.07
3880,Nintama Rantarou,7.07
3881,Pokemon: Mewtwo! Ware wa Koko ni Ari,7.07
3882,Precure All Stars Movie: Minna de Utau♪ - Kiseki no Mahou,7.07
3883,Prima Doll,7.07
3884,Saint Seiya: Soul of Gold,7.07
3885,Senkaiden Houshin Engi,7.07
3886,Shadow Skill: Eigi,7.07
3887,.hack//G.U. Trilogy,7.07
3888,Aquarion Evol,7.07
3889,Ashita no Joe (Movie),7.07
3890,Binghuo Mochu 2,7.07
3891,Bishoujo Senshi Sailor Moon R: Make Up! Sailor Senshi,7.07
3892,Boogiepop wa Warawanai (2019),7.07
3893,Chicchana Yukitsukai Sugar,7.07
3894,Cobra The Animation,7.07
3895,Druaga no Tou: The Aegis of Uruk - Jil no Bouken,7.07
3896,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,7.07
3897,Ginga Tetsudou Monogatari,7.07
3898,Gunnm,7.07
3899,Hanyou no Yashahime: Sengoku Otogizoushi - Ni no Shou,7.07
3900,Highschool of the Dead,7.07
3901,Shin Tennis no Oujisama: Hyoutei vs. Rikkai - Game of Future,7.07
3902,Space Adventure Cobra,7.07
3903,Sumikko Gurashi Movie 1: Tobidasu Ehon to Himitsu no Ko,7.07
3904,Tetsuwan Atom,7.07
3905,Tetsuwan Birdy,7.07
3906,The God of High School,7.07
3907,Toaru Majutsu no Index-tan Movie: Endymion no Kiseki - Ga Attari Nakattari,7.07
3908,Tsurikichi Sanpei,7.07
3909,Yes ka No ka Hanbun ka,7.07
3910,Yoroiden Samurai Troopers,7.07
3911,SSSS.Gridman Movie,7.06
3912,Tokyo Magnitude 8.0 Recap,7.06
3913,Unico: Mahou no Shima e,7.06
3914,Usavich III,7.06
3915,Wo Shi Jiang Xiaobai,7.06
3916,Yuugo: Koushounin,7.06
3917,Zero kara Hajimeru Mahou no Sho,7.06
3918,Zi Chuan,7.06
3919,Kanon,7.06
3920,Kidou Senshi Z Gundam I: Hoshi wo Tsugu Mono,7.06
3921,Kochira Katsushikaku Kameari Kouenmae Hashutsujo The Movie,7.06
3922,Kyoukai no Rinne 3rd Season,7.06
3923,Last Exile: Ginyoku no Fam,7.06
3924,Manie-Manie: Meikyuu Monogatari,7.06
3925,My Home Hero,7.06
3926,Negima!? Haru Special!?,7.06
3927,One Piece: Kinkyuu Kikaku One Piece Kanzen Kouryakuhou,7.06
3928,"One Room, Hiatari Futsuu, Tenshi-tsuki.",7.06
3929,Persona 5 the Animation: The Day Breakers,7.06
3930,Riding Bean,7.06
3931,Saishuu Heiki Kanojo: Another Love Song,7.06
3932,Sanzoku no Musume Ronja,7.06
3933,Seihou Bukyou Outlaw Star Specials,7.06
3934,Seirei Gensouki,7.06
3935,Shakugan no Shana-tan,7.06
3936,Shakunetsu no Takkyuu Musume,7.06
3937,Ace wo Nerae!,7.06
3938,Appleseed (Movie),7.06
3939,Astro Boy: Tetsuwan Atom,7.06
3940,Chibi Maruko-chan Movie,7.06
3941,Chiikawa,7.06
3942,Code Geass: Hangyaku no Lelouch R2 Picture Drama,7.06
3943,Crayon Shin-chan Movie 06: Dengeki! Buta no Hizume Daisakusen,7.06
3944,Digimon X-Evolution,7.06
3945,Dirty Pair: The Movie,7.06
3946,Dog Signal,7.06
3947,Doubutsu no Mori,7.06
3948,Dragon Ball Z Movie 05: Tobikkiri no Saikyou tai Saikyou,7.06
3949,GA: Geijutsuka Art Design Class - Aozora ga Kakitai,7.06
3950,Gakuen Utopia Manabi Straight!: Natsu da! Manabi da! Kyouka Gasshuku da!,7.06
3951,Hello! Sandybell,7.06
3952,Higepiyo,7.06
3953,Houkago Shounen Hanako-kun,7.06
3954,IGPX: Immortal Grand Prix (2005),7.06
3955,7 Seeds 2nd Season,7.05
3956,Ao no Exorcist: Ura Ex,7.05
3957,Armitage III: Poly-Matrix,7.05
3958,Azumanga Daiou: Gekijou Tanpen,7.05
3959,Densetsu Kyojin Ideon,7.05
3960,Digimon Tamers: Bousou Digimon Tokkyuu,7.05
3961,Dual! Parallel Lun-Lun Monogatari,7.05
3962,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka OVA,7.05
3963,Escaflowne,7.05
3964,Giniro no Kami no Agito,7.05
3965,Good Night World,7.05
3966,Gundam Build Divers Re:Rise,7.05
3967,"Hetalia Axis Powers Movie: Paint it, White",7.05
3968,Hi no Tori,7.05
3969,Houkago no Breath,7.05
3970,Inou-Battle wa Nichijou-kei no Naka de,7.05
3971,Iria: Zeiram The Animation,7.05
3972,Shin Getter Robo tai Neo Getter Robo,7.05
3973,Show By Rock!! #,7.05
3974,Sora no Manimani,7.05
3975,Street Fighter II V,7.05
3976,Super Lovers 2,7.05
3977,Synduality: Noir Part 2,7.05
3978,Tales of Symphonia The Animation: Tethe'alla-hen Specials,7.05
3979,Toaru Kagaku no Railgun S: Motto Marutto Railgun,7.05
3980,Tokyo Majin Gakuen Kenpuuchou: Tou,7.05
3981,Urusei Yatsura Movie 1: Only You,7.05
3982,Urusei Yatsura: The Shougaibutsu Suieitaikai,7.05
3983,Usavich II,7.05
3984,Versailles no Bara to Onna-tachi,7.05
3985,"Kanojo, Okarishimasu 3rd Season",7.05
3986,"Keroro Gunsou Movie 5: Tanjou! Kyuukyoku Keroro, Kiseki no Jikuu-jima, de Arimasu!!",7.05
3987,Kiddy Grade: Truth Dawn,7.05
3988,Kidou Senshi Z Gundam III: Hoshi no Kodou wa Ai,7.05
3989,Kiratto Pri☆chan Season 3,7.05
3990,Kuroshitsuji Picture Drama,7.05
3991,Minky Momo in Yume ni Kakeru Hashi,7.05
3992,Muteki Koujin Daitarn 3,7.05
3993,Nekketsu Saikyou Go-Saurer,7.05
3994,Nisekoi: OVA,7.05
3995,Obey Me!: Makai Dai Ryokou!,7.05
3996,Ooi! Tonbo,7.05
3997,Orient: Awajishima Gekitou-hen,7.05
3998,Osake wa Fuufu ni Natte kara: Yuzu Atsukan,7.05
3999,Oshiete! Galko-chan: Natsuyasumi tte Hontou desu ka?,7.05
4000,Rockman.EXE Stream,7.05
4001,Sasameki Koto,7.05
4002,Senpai wa Otokonoko,7.05
4003,Shangri-La,7.05
4004,Junk Head,7.04
4005,Kannagi: Moshimo Kannagi ga Attara...,7.04
4006,Machine-Doll wa Kizutsukanai,7.04
4007,Mahoromatic: Tadaima Okaeri,7.04
4008,Mahou Shoujo-tai Arusu,7.04
4009,Maiko-san Chi no Makanai-san,7.04
4010,Mazinkaiser SKL,7.04
4011,Meiji Tokyo Renka,7.04
4012,Mikakunin de Shinkoukei: Mite. Are ga Watashitachi no Tomatteiru Ryokan yo.,7.04
4013,Mokke,7.04
4014,Momokuri,7.04
4015,Ookami to Koushinryou II: Holo no Short Anime,7.04
4016,Penguin's Memory: Shiawase Monogatari,7.04
4017,Pokemon Movie 12: Arceus Choukoku no Jikuu e,7.04
4018,Princess Connect! Re:Dive,7.04
4019,Rockman.EXE Beast,7.04
4020,Roujin Z,7.04
4021,Seikai no Danshou: Tanjou,7.04
4022,Sekai Seifuku: Bouryaku no Zvezda,7.04
4023,Sekirei: Hajimete no Otsukai,7.04
4024,Shaonian Ge Xing,7.04
4025,.hack//The Movie: Sekai no Mukou ni,7.04
4026,Aishen Qiaokeli-ing...II,7.04
4027,All Out!!,7.04
4028,Aru Tabibito no Nikki,7.04
4029,Danball Senki W,7.04
4030,Dead Dead Demons Dededede Destruction (ONA) Episode 0,7.04
4031,Dirty Pair: Lovely Angels yori Ai wo Komete,7.04
4032,ef: A Tale of Memories. - Prologue,7.04
4033,Futsuu no Joshikousei ga [Locodol] Yattemita. OVA,7.04
4034,Gekijou Tanpen Macross Frontier: Toki no Meikyuu,7.04
4035,Gotou ni Naritai.,7.04
4036,Great Mazinger,7.04
4037,Gudetama,7.04
4038,Haiyore! Nyaruko-san W: W ni Sayonara/Kono Onsen ni Koi no Konton wo,7.04
4039,Hakuouki OVA (2021),7.04
4040,Hidari Pilot Film,7.04
4041,Jaku-Chara Tomozaki-kun 2nd Stage,7.04
4042,Jashin-chan Dropkick,7.04
4043,Show By Rock!! Mashumairesh!!,7.04
4044,Sousei no Aquarion OVA,7.04
4045,Suki ni Naru Sono Shunkan wo. Kokuhaku Jikkou Iinkai,7.04
4046,Tenjou Tenge: The Past Chapter,7.04
4047,Trinity Seven,7.04
4048,Tsugumomo,7.04
4049,Umineko no Naku Koro ni,7.04
4050,Wan Jie Xian Zong 5th Season,7.04
4051,Yakushiji Ryouko no Kaiki Jikenbo,7.04
4052,Yaneura no Rudger,7.04
4053,Yuri Kuma Arashi,7.04
4054,Zhen Hun Jie: Bei Luo Shi Men Pian Part 1,7.04
4055,Show By Rock!!,7.03
4056,Sore ga Seiyuu!,7.03
4057,Soredemo Ayumu wa Yosetekuru,7.03
4058,Wasurenagumo,7.03
4059,Wo Jia Da Shixiong Shi Ge Fanpai,7.03
4060,Zhen Hun Jie 3rd Season,7.03
4061,Zhen Wu Dianfeng,7.03
4062,Kanojo mo Kanojo Season 2,7.03
4063,Kemurikusa (TV),7.03
4064,Kikou Souseiki Mospeada,7.03
4065,Kikoushi Enma,7.03
4066,Koro-sensei Quest!,7.03
4067,Kyou no 5 no 2 (TV): Takarabako,7.03
4068,Li Linke de Xiao Guaner,7.03
4069,Metal Fight Beyblade 4D,7.03
4070,Ochame na Futago: Claire Gakuin Monogatari,7.03
4071,Qin Shi Mingyue: Wanli Changcheng,7.03
4072,Red Garden,7.03
4073,Reikenzan: Hoshikuzu-tachi no Utage,7.03
4074,Sasayaku You ni Koi wo Utau,7.03
4075,Seikimatsu Occult Gakuin,7.03
4076,Seisenshi Dunbine,7.03
4077,Sekirei,7.03
4078,Senki Zesshou Symphogear,7.03
4079,Blame! Movie,7.03
4080,Boku wa Tomodachi ga Sukunai: Relay Shousetsu wa Ketsumatsu ga Hanpanai,7.03
4081,Chihayafuru 2: Waga Miyo ni Furu Nagame Shima ni,7.03
4082,Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu Picture Drama,7.03
4083,Code Geass: Hangyaku no Lelouch Recaps,7.03
4084,Devilman: Yochou Sirene-hen,7.03
4085,Di Gi Charat Nyo,7.03
4086,Doraemon: Kaette Kita Doraemon,7.03
4087,Dosanko Gal wa Namara Menkoi,7.03
4088,"Dragon Ball Z Movie 15: Fukkatsu no ""F""",7.03
4089,Fei Ren Zai 1st Season Part 2,7.03
4090,Fei Ren Zai 1st Season Part 3,7.03
4091,Golden Time (Movie),7.03
4092,Grisaia no Rakuen Specials,7.03
4093,Happy Birthday: Inochi Kagayaku Toki,7.03
4094,Hayate no Gotoku! Can't Take My Eyes Off You,7.03
4095,High Card Season 2,7.03
4096,Himouto! Umaru-chanS,7.03
4097,Ichigo Mashimaro Episode 0,7.03
4098,Aikatsu on Parade!,7.02
4099,Ajin Part 2 OVA,7.02
4100,Ao no Exorcist: Shimane Illuminati-hen,7.02
4101,Asatte no Houkou.,7.02
4102,B'T X,7.02
4103,Baka to Test to Shoukanjuu Ni!: Mahou Hideyoshi Hideyoshi,7.02
4104,Blue Gender,7.02
4105,Cardfight!! Vanguard,7.02
4106,Evangelion: 3.0 (-46h),7.02
4107,Fate/kaleid liner Prisma☆Illya,7.02
4108,Full Metal Panic! Movie 3: Into the Blue,7.02
4109,Fushigi Mahou Fun Fun Pharmacy,7.02
4110,Gantz 2nd Stage,7.02
4111,Grander Musashi RV,7.02
4112,Hayate no Gotoku! Cuties,7.02
4113,Jahy-sama wa Kujikenai!,7.02
4114,Jarinko Chie,7.02
4115,Strike the Blood,7.02
4116,Tales of Symphonia The Animation: Sekai Tougou-hen Specials,7.02
4117,Tokyo Ghoul √A,7.02
4118,UniteUp!,7.02
4119,Uta no☆Prince-sama♪ Maji Love 1000%,7.02
4120,Watashi to Watashi: Futari no Lotte,7.02
4121,Yami no Matsuei,7.02
4122,You Yao,7.02
4123,"Yuusha, Yamemasu",7.02
4124,Joker Game,7.02
4125,Kaibutsu Oujo (OVA),7.02
4126,Kaiko sareta Ankoku Heishi (30-dai) no Slow na Second Life,7.02
4127,Kimi no Iru Machi OVA,7.02
4128,Kodomo no Jikan Ni Gakki,7.02
4129,Kodomo no Jikan OVA,7.02
4130,Kyattou Ninden Teyandee,7.02
4131,Mahoutsukai Tai!,7.02
4132,Mamoru-kun ni Megami no Shukufuku wo!,7.02
4133,Mashiro-iro Symphony: The Color of Lovers,7.02
4134,Meitantei Conan OVA 12: Excalibur no Kiseki,7.02
4135,Mekakucity Actors,7.02
4136,MM!,7.02
4137,Nichijou: Original Jikai Yokoku,7.02
4138,Ninkuu,7.02
4139,One Punch Man 2nd Season Commemorative Special,7.02
4140,Ookami Shoujo to Kuro Ouji,7.02
4141,Ooyukiumi no Kaina: Hoshi no Kenja,7.02
4142,Otome wa Boku ni Koishiteru,7.02
4143,Red Baron,7.02
4144,Kaze no Naka no Shoujo: Kinpatsu no Jeanie,7.01
4145,Kiddy Grade: Maelstrom,7.01
4146,Kingyo Chuuihou!,7.01
4147,Koi Kaze,7.01
4148,Kyoukaisenjou no Horizon,7.01
4149,Lupin III: Alcatraz Connection,7.01
4150,Madlax,7.01
4151,Magic-Kyun! Renaissance,7.01
4152,Medaka Box,7.01
4153,Meitantei Conan: Honchou no Keiji Koi Monogatari - Kekkon Zenya,7.01
4154,Metal Fight Beyblade: Baku,7.01
4155,Mushibugyou OVA,7.01
4156,Natsu-iro Kiseki,7.01
4157,Nekopara: Koneko no Hi no Yakusoku,7.01
4158,Oshiete! Galko-chan,7.01
4159,Photon,7.01
4160,Promare: Lio-hen,7.01
4161,Ranma ½: Totteoki Talk - Best of Memories,7.01
4162,Ro-Kyu-Bu! SS,7.01
4163,Seiyou Kottou Yougashiten: Antique,7.01
4164,Shakunetsu Kabaddi,7.01
4165,11-nin Iru!,7.01
4166,Aikatsu! Music Award: Minna de Shou wo MoracchaimaShow!,7.01
4167,Akazukin Chacha OVA,7.01
4168,Aria the Origination Picture Drama,7.01
4169,Azur Lane: Bisoku Zenshin!,7.01
4170,Bakusou Kyoudai Let's & Go WGP,7.01
4171,Binan Koukou Chikyuu Bouei-bu LOVE! LOVE!,7.01
4172,Blue Archive: Beautiful Day Dreamer,7.01
4173,Cardcaptor Sakura: Clear Card-hen Recap,7.01
4174,Chicchana Yukitsukai Sugar Specials,7.01
4175,Daisuki! BuBu ChaCha,7.01
4176,Doraemon Movie 04: Nobita no Kaitei Kiganjou,7.01
4177,Doraemon Movie 20: Nobita no Uchuu Hyouryuuki,7.01
4178,Fate/Zero Remix,7.01
4179,Full Metal Panic! Movie 1: Boy Meets Girl,7.01
4180,Fushigi Yuugi Special: Nakago Shikkari Shinasai!,7.01
4181,Galaxy Angel,7.01
4182,Inukami! The Movie: Tokumei Reiteki Sousakan Karina Shirou!,7.01
4183,Shuffle!,7.01
4184,Slow Start,7.01
4185,"Solty Rei: Surechigau Kimochi de, Omoi Au Kokoro de.",7.01
4186,Soukou no Strain,7.01
4187,Stranger: Mukou Hadan Pilot,7.01
4188,Suite Precure♪ Movie: Torimodose! Kokoro ga Tsunagu Kiseki no Melody♪,7.01
4189,Super Senko-san Time Episode 12,7.01
4190,Sword Art Online Alternative: Gun Gale Online,7.01
4191,Taiho Shichau zo Special,7.01
4192,Takahashi Rumiko Gekijou Ningyo no Mori,7.01
4193,Tenjou Tenge: The Ultimate Fight,7.01
4194,Tesagure! Bukatsumono Encore,7.01
4195,Tokimeki Memorial: Only Love,7.01
4196,Tsurupika Hagemaru-kun,7.01
4197,Tu Bian Ying Xiong Leaf,7.01
4198,Uchuu Senkan Yamato III,7.01
4199,Uta no☆Prince-sama♪ Maji Love Revolutions,7.01
4200,Wan Jie Du Zun 2nd Season,7.01
4201,Yuan Long 2nd Season,7.01
4202,Yuuki Yuuna wa Yuusha de Aru: Hidamari,7.01
4203,Zuoshou Shanglan,7.01
4204,Shi Ye Miao Yin,7.0
4205,Tottoko Hamtarou,7.0
4206,Uma Musume: Pretty Derby - 1st Anniversary Special Animation,7.0
4207,Wonderful Days,7.0
4208,Yami Shibai,7.0
4209,Yankee-kun na Yamada-kun to Megane-chan to Majo,7.0
4210,Kamigami no Asobi,7.0
4211,Koutetsu Jeeg,7.0
4212,Lupin III: Lupin vs. Fukusei-ningen,7.0
4213,Lupin III: Moeyo Zantetsuken!,7.0
4214,Makai Ouji: Devils and Realist,7.0
4215,Maria†Holic,7.0
4216,Masuda Kousuke Gekijou Gag Manga Biyori 3,7.0
4217,NG Knight Ramune & 40,7.0
4218,Rental Magica,7.0
4219,Seiyuu Radio no Uraomote,7.0
4220,Shakugan no Shana-tan III (Final): Final Destruction,7.0
4221,Aru Nihon no Ekaki Shounen,7.0
4222,Binchou-tan,7.0
4223,Crayon Shin-chan Movie 01: Action Kamen vs. Haigure Maou,7.0
4224,Danball Senki,7.0
4225,Danball Senki Wars,7.0
4226,Eikoku Koi Monogatari Emma: Intermission,7.0
4227,Ensemble Stars!! Tsuioku Selection Checkmate,7.0
4228,"Flanders no Inu, Boku no Patrasche",7.0
4229,Full Metal Panic! Movie 2: One Night Stand,7.0
4230,Geragera Boes Monogatari,7.0
4231,Girls & Panzer: Fushou Akiyama Yukari no Sensha Kouza,7.0
4232,Inazuma Eleven Go,7.0
4233,Aikatsu! 10th Story: Mirai e no Starway,6.99
4234,Ao no 6-gou,6.99
4235,Arslan Senki (TV) Gaiden,6.99
4236,Asura,6.99
4237,BanG Dream!,6.99
4238,Blue Seed,6.99
4239,Bosco Adventure,6.99
4240,Chain Chronicle: Haecceitas no Hikari Part 1,6.99
4241,Chain Chronicle: Haecceitas no Hikari Part 3,6.99
4242,Dog Days',6.99
4243,Ensemble Stars!! Tsuioku Selection Crossroad,6.99
4244,Gakkou no Kaidan: Kubinashi Rider!! Shi no Noroi,6.99
